,ITTER107,Territorio,TIPO_DATO5,Tipo variabile,AGRI_MADRE,Tipo di coltivazione,TIME,Seleziona periodo,Value
18,ITC16,Cuneo,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,842
24,ITC17,Asti,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,850
36,ITC34,La Spezia,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,600
48,ITC41,Varese,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,30
54,ITC45,Milano,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,4030
60,ITC46,Bergamo,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,3600
66,ITC47,Brescia,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,7000
72,ITC4A,Cremona,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,3750
84,ITD32,Vicenza,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,615
90,ITD34,Treviso,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,4600
96,ITD35,Venezia,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,9500
102,ITD36,Padova,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,290
108,ITD37,Rovigo,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,800
120,ITD52,Parma,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,420
126,ITD55,Bologna,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,300
132,ITD56,Ferrara,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,750
138,ITD58,Forlì-Cesena,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,400
153,ITE11,Massa-Carrara,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,301
159,ITE14,Firenze,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,200
165,ITE16,Livorno,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,480
171,ITE18,Arezzo,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,30
183,ITE21,Perugia,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,70
195,ITE32,Ancona,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,11
201,ITE34,Ascoli Piceno,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,13
213,ITE43,Roma,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,2900
219,ITE44,Latina,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,6000
225,ITE45,Frosinone,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,300
240,ITF31,Caserta,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,550
246,ITF33,Napoli,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,11650
252,ITF35,Salerno,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,4700
264,ITF63,Catanzaro,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,20
270,ITF65,Reggio di Calabria,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,450
282,ITG14,Agrigento,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,600
294,ITG25,Sassari,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,391
300,ITG26,Nuoro,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,37
306,ITG27,Cagliari,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,61
312,ITG28,Oristano,HP_Q_EXT,produzione raccolta - quintali ,RADIINGRE,radicchio in serra,2018,2018,837
350,ITC11,Torino,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,2106
356,ITC15,Novara,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,394
362,ITC16,Cuneo,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,789
368,ITC17,Asti,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,5780
374,ITC18,Alessandria,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,17421
386,ITC4B,Mantova,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,3300
404,ITD31,Verona,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,2080
410,ITD32,Vicenza,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,320
419,ITD36,Padova,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,690
425,ITD37,Rovigo,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,7410
437,ITD54,Modena,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,4560
443,ITD57,Ravenna,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,16000
449,ITD58,Forlì-Cesena,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,72380
455,ITD59,Rimini,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,18400
473,ITE12,Lucca,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,260
479,ITE14,Firenze,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,200
485,ITE16,Livorno,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,420
491,ITE17,Pisa,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,350
497,ITE18,Arezzo,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,1150
500,ITE1A,Grosseto,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,450
512,ITE32,Ancona,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,218
518,ITE33,Macerata,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,1570
524,ITE34,Ascoli Piceno,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,1503
536,ITE43,Roma,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,1900
542,ITE44,Latina,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,2330
548,ITE45,Frosinone,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,600
566,ITF11,L'Aquila,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,38000
572,ITF14,Chieti,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,1400
584,ITF35,Salerno,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,18500
596,ITF41,Foggia,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,71250
602,ITF42,Bari,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,195000
608,ITF43,Taranto,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,9500
614,ITF44,Brindisi,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,222000
620,ITF45,Lecce,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,7175
632,ITF51,Potenza,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,21800
638,ITF52,Matera,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,38147
650,ITF63,Catanzaro,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,1700
656,ITF65,Reggio di Calabria,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,420
668,ITG12,Palermo,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,665
674,ITG14,Agrigento,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,1430
680,ITG15,Caltanissetta,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,2400
686,ITG17,Catania,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,7810
692,ITG19,Siracusa,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,580
701,ITG25,Sassari,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,200
707,ITG27,Cagliari,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,2593
710,ITG28,Oristano,HP_Q_EXT,produzione raccolta - quintali ,CELEOPENF,sedano in piena aria,2018,2018,2500
731,ITC11,Torino,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,2565
737,ITC15,Novara,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,360
743,ITC17,Asti,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,1723
755,ITC31,Imperia,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,140
761,ITC34,La Spezia,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,3500
779,ITD31,Verona,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,62800
785,ITD32,Vicenza,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,14770
791,ITD33,Belluno,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,2440
797,ITD34,Treviso,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,6510
803,ITD35,Venezia,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,9090
809,ITD36,Padova,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,32980
815,ITD37,Rovigo,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,31410
827,ITD41,Pordenone,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,1368
833,ITD42,Udine,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,2774
839,ITD43,Gorizia,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,202
845,ITD44,Trieste,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,230
857,ITD57,Ravenna,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,4650
863,ITD58,Forlì-Cesena,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,8160
869,ITD59,Rimini,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,4500
884,ITE11,Massa-Carrara,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,1889
890,ITE12,Lucca,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,2500
896,ITE13,Pistoia,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,678
902,ITE14,Firenze,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,1610
908,ITE16,Livorno,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,380
914,ITE17,Pisa,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,850
920,ITE18,Arezzo,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,6720
923,ITE1A,Grosseto,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,3156
935,ITE21,Perugia,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,4500
941,ITE22,Terni,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,875
953,ITE31,Pesaro e Urbino,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,1593
959,ITE32,Ancona,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,2105
965,ITE33,Macerata,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,11188
971,ITE34,Ascoli Piceno,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,4595
983,ITE42,Rieti,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,695
989,ITE43,Roma,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,15000
995,ITE44,Latina,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,15600
1001,ITE45,Frosinone,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,12000
1016,ITF11,L'Aquila,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,12100
1022,ITF12,Teramo,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,8600
1028,ITF13,Pescara,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,10200
1034,ITF14,Chieti,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,3780
1046,ITF21,Isernia,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,4500
1052,ITF22,Campobasso,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,3000
1064,ITF31,Caserta,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,23843
1070,ITF32,Benevento,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,3100
1076,ITF33,Napoli,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,15500
1082,ITF34,Avellino,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,4000
1088,ITF35,Salerno,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,8250
1100,ITF41,Foggia,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,76000
1106,ITF42,Bari,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,58000
1112,ITF43,Taranto,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,15000
1118,ITF44,Brindisi,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,82000
1124,ITF45,Lecce,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,9800
1136,ITF51,Potenza,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,20361
1142,ITF52,Matera,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,23046
1154,ITF61,Cosenza,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,23462
1160,ITF63,Catanzaro,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,29000
1166,ITF64,Vibo Valentia,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,650
1172,ITF65,Reggio di Calabria,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,10800
1184,ITG12,Palermo,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,1500
1190,ITG13,Messina,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,5000
1196,ITG14,Agrigento,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,13100
1202,ITG17,Catania,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,900
1208,ITG19,Siracusa,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,10250
1220,ITG25,Sassari,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,1200
1226,ITG26,Nuoro,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,3300
1232,ITG27,Cagliari,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,975
1238,ITG28,Oristano,HP_Q_EXT,produzione raccolta - quintali ,CABBNOPEN,cavolo cappuccio in piena aria,2018,2018,108300
1259,ITC15,Novara,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,190
1265,ITC16,Cuneo,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,1900
1277,ITC31,Imperia,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,380
1283,ITC32,Savona,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,11300
1298,ITE11,Massa-Carrara,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,1135
1304,ITE14,Firenze,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,600
1310,ITE16,Livorno,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,140
1316,ITE17,Pisa,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,550
1328,ITE32,Ancona,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,459
1340,ITE44,Latina,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,960
1355,ITF22,Campobasso,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,2250
1367,ITF35,Salerno,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,8000
1379,ITF43,Taranto,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,3800
1391,ITF51,Potenza,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,6250
1403,ITF61,Cosenza,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,8575
1409,ITF63,Catanzaro,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,320
1415,ITF65,Reggio di Calabria,HP_Q_EXT,produzione raccolta - quintali ,BRUSSPROUTS,cavolo di bruxelles in piena aria,2018,2018,3300
1436,ITC11,Torino,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,12555
1442,ITC12,Vercelli,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,2761
1448,ITC13,Biella,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,1410
1454,ITC15,Novara,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,1052
1460,ITC16,Cuneo,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,23400
1466,ITC17,Asti,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,4418
1472,ITC18,Alessandria,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,41303
1484,ITC31,Imperia,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,60
1490,ITC34,La Spezia,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,3000
1502,ITC45,Milano,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,1482
1508,ITC46,Bergamo,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,4340
1514,ITC47,Brescia,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,4480
1520,ITC48,Pavia,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,732
1526,ITC49,Lodi,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,450
1532,ITC4A,Cremona,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,1400
1538,ITC4B,Mantova,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,49950
1556,ITD31,Verona,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,6426
1562,ITD32,Vicenza,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,340
1571,ITD34,Treviso,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,860
1577,ITD35,Venezia,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,2290
1583,ITD36,Padova,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,4650
1589,ITD37,Rovigo,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,1310
1601,ITD41,Pordenone,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,230
1607,ITD42,Udine,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,800
1613,ITD43,Gorizia,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,100
1619,ITD44,Trieste,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,120
1631,ITD54,Modena,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,3850
1637,ITD57,Ravenna,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,640
1643,ITD58,Forlì-Cesena,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,6080
1649,ITD59,Rimini,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,5100
1664,ITE11,Massa-Carrara,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,2462
1670,ITE12,Lucca,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,4700
1676,ITE13,Pistoia,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,718
1682,ITE14,Firenze,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,1920
1688,ITE16,Livorno,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,32880
1694,ITE17,Pisa,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,2100
1700,ITE18,Arezzo,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,2400
1703,ITE19,Siena,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,1500
1709,ITE1A,Grosseto,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,5880
1721,ITE21,Perugia,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,8000
1727,ITE22,Terni,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,720
1739,ITE31,Pesaro e Urbino,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,3107
1745,ITE32,Ancona,HP_Q_EXT,produzione raccolta - quintali ,SAVOBAGEIN,cavolo verza in piena aria,2018,2018,1724
