,ITTER107,Territorio,TIPO_DATO5,Tipo variabile,AGRI_MADRE,Tipo di coltivazione,TIME,Seleziona periodo,Value
37085,ITD35,Venezia,HP_Q_EXT,produzione raccolta - quintali ,CEREAOG,altri cereali,2018,2018,2458
37094,ITC41,Varese,HP_Q_EXT,produzione raccolta - quintali ,CHERR,ciliegia,2018,2018,32
37098,ITD34,Treviso,HP_Q_EXT,produzione raccolta - quintali ,ASPAINGREOPEN,asparago in piena aria,2018,2018,12830
37105,ITE16,Livorno,HP_Q_EXT,produzione raccolta - quintali ,FRESADBEAN,fava fresca in piena aria,2018,2018,7500
37110,ITF52,Matera,HP_Q_EXT,produzione raccolta - quintali ,ORANGE,arancia,2018,2018,748210
37114,ITF13,Pescara,HP_Q_EXT,produzione raccolta - quintali ,APPLE,mela,2018,2018,39512
37117,ITG17,Catania,HP_Q_EXT,produzione raccolta - quintali ,BEAN,fagiolo ,2018,2018,450
37121,ITF14,Chieti,HP_Q_EXT,produzione raccolta - quintali ,PEAR,pera,2018,2018,11100
37129,ITC16,Cuneo,HP_Q_EXT,produzione raccolta - quintali ,PEAENFIEL,pisello in piena aria,2018,2018,5321
37137,ITE44,Latina,HP_Q_EXT,produzione raccolta - quintali ,BROCINOPEN,broccoletto di rapa in piena aria,2018,2018,24600
37139,ITF41,Foggia,HP_Q_EXT,produzione raccolta - quintali ,GLOBICHOKE,carciofo in piena aria,2018,2018,608000
37145,ITF35,Salerno,HP_Q_EXT,produzione raccolta - quintali ,CHICNOPEN,radicchio o cicoria in piena aria,2018,2018,45000
37147,ITF42,Bari,HP_Q_EXT,produzione raccolta - quintali ,PEAENFIEL,pisello in piena aria,2018,2018,12200
37149,ITD58,Forlì-Cesena,HP_Q_EXT,produzione raccolta - quintali ,LETTNGREEN,lattuga in serra,2018,2018,7000
37151,ITE31,Pesaro e Urbino,HP_Q_EXT,produzione raccolta - quintali ,SPINNGREEN,spinacio in serra,2018,2018,33
37159,ITG15,Caltanissetta,HP_Q_EXT,produzione raccolta - quintali ,FRESNEYBEA,fagiolo e fagiolino in piena aria,2018,2018,90
37169,ITC41,Varese,HP_Q_EXT,produzione raccolta - quintali ,APPLE,mela,2018,2018,1716
37173,ITD54,Modena,HP_Q_EXT,produzione raccolta - quintali ,CEREAOG,altri cereali,2018,2018,5530
37174,ITD58,Forlì-Cesena,HP_Q_EXT,produzione raccolta - quintali ,CHAROPENFI,bietola da costa in piena aria,2018,2018,16276
37194,ITG19,Siracusa,HP_Q_EXT,produzione raccolta - quintali ,CUCUINGRE,cetriolo da mensa in serra,2018,2018,2150
37198,ITC49,Lodi,HP_Q_EXT,produzione raccolta - quintali ,SORGH,sorgo,2018,2018,6900
37220,ITC45,Milano,HP_Q_EXT,produzione raccolta - quintali ,RICE,riso,2018,2018,813263
37224,ITE44,Latina,HP_Q_EXT,produzione raccolta - quintali ,LETTNOPEN,lattuga in piena aria,2018,2018,49500
37231,ITF41,Foggia,HP_Q_EXT,produzione raccolta - quintali ,APPLE,mela,2018,2018,11400
37243,ITC31,Imperia,HP_Q_EXT,produzione raccolta - quintali ,ORANGE,arancia,2018,2018,600
37254,ITD43,Gorizia,HP_Q_EXT,produzione raccolta - quintali ,RAPE,colza,2018,2018,1256
37277,ITD37,Rovigo,HP_Q_EXT,produzione raccolta - quintali ,MAIZE,mais,2018,2018,2639890
37279,ITD41,Pordenone,HP_Q_EXT,produzione raccolta - quintali ,POTA,patata comune ,2018,2018,43383
37301,ITG25,Sassari,HP_Q_EXT,produzione raccolta - quintali ,POTA,patata comune ,2018,2018,30970
37314,ITE1A,Grosseto,HP_Q_EXT,produzione raccolta - quintali ,WATENINGR,cocomero in serra,2018,2018,713
37316,ITF33,Napoli,HP_Q_EXT,produzione raccolta - quintali ,REDRINOP,peperone in piena aria,2018,2018,45650
37331,ITF35,Salerno,HP_Q_EXT,produzione raccolta - quintali ,SWEEILING,basilico in serra,2018,2018,8000
37333,ITF41,Foggia,HP_Q_EXT,produzione raccolta - quintali ,CUCUINGRE,cetriolo da mensa in serra,2018,2018,5700
37346,ITE14,Firenze,HP_Q_EXT,produzione raccolta - quintali ,CARRGREENH,carota in serra,2018,2018,120
37351,ITG19,Siracusa,HP_Q_EXT,produzione raccolta - quintali ,MAIZE,mais,2018,2018,5500
37358,ITE22,Terni,HP_Q_EXT,produzione raccolta - quintali ,FENNOPENF,finocchio in piena aria,2018,2018,510
37363,ITF11,L'Aquila,HP_Q_EXT,produzione raccolta - quintali ,APRIC,albicocca,2018,2018,400
37376,ITD35,Venezia,HP_Q_EXT,produzione raccolta - quintali ,BEAN,fagiolo ,2018,2018,132
37381,ITF13,Pescara,HP_Q_EXT,produzione raccolta - quintali ,CHERR,ciliegia,2018,2018,7695
37389,ITC11,Torino,HP_Q_EXT,produzione raccolta - quintali ,REDRINOP,peperone in piena aria,2018,2018,10100
37397,ITC42,Como,HP_Q_EXT,produzione raccolta - quintali ,PEAR,pera,2018,2018,240
37399,ITC45,Milano,HP_Q_EXT,produzione raccolta - quintali ,RAPE,colza,2018,2018,18828
37408,ITC41,Varese,HP_Q_EXT,produzione raccolta - quintali ,CUCUINGRE,cetriolo da mensa in serra,2018,2018,28
37412,ITG19,Siracusa,HP_Q_EXT,produzione raccolta - quintali ,GLOBICHOKE,carciofo in piena aria,2018,2018,149500
37416,ITC15,Novara,HP_Q_EXT,produzione raccolta - quintali ,CHERR,ciliegia,2018,2018,140
37427,ITG25,Sassari,HP_Q_EXT,produzione raccolta - quintali ,EGGINOPE,melanzana in piena aria,2018,2018,11246
37430,ITF35,Salerno,HP_Q_EXT,produzione raccolta - quintali ,APRIC,albicocca,2018,2018,75000
37432,ITF42,Bari,HP_Q_EXT,produzione raccolta - quintali ,PEAR,pera,2018,2018,5950
37451,ITE43,Roma,HP_Q_EXT,produzione raccolta - quintali ,VALEINGREE,valeriana in serra,2018,2018,1400
37468,ITC4B,Mantova,HP_Q_EXT,produzione raccolta - quintali ,BEAN,fagiolo ,2018,2018,9580
37470,ITD42,Udine,HP_Q_EXT,produzione raccolta - quintali ,BEETS,barbabietola da zucchero,2018,2018,137003
37472,ITE32,Ancona,HP_Q_EXT,produzione raccolta - quintali ,CARRGREENH,carota in serra,2018,2018,7
37474,ITE34,Ascoli Piceno,HP_Q_EXT,produzione raccolta - quintali ,FRESADBEAN,fava fresca in piena aria,2018,2018,1574
37478,ITC46,Bergamo,HP_Q_EXT,produzione raccolta - quintali ,APRIC,albicocca,2018,2018,480
37484,ITC31,Imperia,HP_Q_EXT,produzione raccolta - quintali ,LETTNOPEN,lattuga in piena aria,2018,2018,550
37491,ITD58,Forlì-Cesena,HP_Q_EXT,produzione raccolta - quintali ,GLOBICHOKE,carciofo in piena aria,2018,2018,2077
37493,ITE44,Latina,HP_Q_EXT,produzione raccolta - quintali ,CARRGREENH,carota in serra,2018,2018,100000
37516,ITE12,Lucca,HP_Q_EXT,produzione raccolta - quintali ,CHICNOPEN,radicchio o cicoria in piena aria,2018,2018,3540
37521,ITC41,Varese,HP_Q_EXT,produzione raccolta - quintali ,LETTNGREEN,lattuga in serra,2018,2018,60
37529,ITE32,Ancona,HP_Q_EXT,produzione raccolta - quintali ,GARLDSHALL,aglio e scalogno in piena aria,2018,2018,970
37544,ITG12,Palermo,HP_Q_EXT,produzione raccolta - quintali ,MAIZE,mais,2018,2018,2500
37552,ITE21,Perugia,HP_Q_EXT,produzione raccolta - quintali ,SORGH,sorgo,2018,2018,12000
37563,ITE18,Arezzo,HP_Q_EXT,produzione raccolta - quintali ,OTHEETABLESGR,altri ortaggi in serra,2018,2018,90
37565,ITE19,Siena,HP_Q_EXT,produzione raccolta - quintali ,PEAPROT,pisello proteico ,2018,2018,1300
37578,ITD34,Treviso,HP_Q_EXT,produzione raccolta - quintali ,GROU,arachide,2018,2018,6
37582,ITE16,Livorno,HP_Q_EXT,produzione raccolta - quintali ,FENNOPENF,finocchio in piena aria,2018,2018,1800
37584,ITE18,Arezzo,HP_Q_EXT,produzione raccolta - quintali ,SPINNGREEN,spinacio in serra,2018,2018,100
37599,ITE17,Pisa,HP_Q_EXT,produzione raccolta - quintali ,CEREAOG,altri cereali,2018,2018,27600
37603,ITF11,L'Aquila,HP_Q_EXT,produzione raccolta - quintali ,GARLDSHALL,aglio e scalogno in piena aria,2018,2018,34200
37605,ITG12,Palermo,HP_Q_EXT,produzione raccolta - quintali ,APRIC,albicocca,2018,2018,26664
37607,ITF52,Matera,HP_Q_EXT,produzione raccolta - quintali ,LETTNOPEN,lattuga in piena aria,2018,2018,59370
37609,ITF65,Reggio di Calabria,HP_Q_EXT,produzione raccolta - quintali ,BROAFIELD,fava da granella ,2018,2018,9000
37611,ITC16,Cuneo,HP_Q_EXT,produzione raccolta - quintali ,WATENINGR,cocomero in serra,2018,2018,185
37617,ITE11,Massa-Carrara,HP_Q_EXT,produzione raccolta - quintali ,STRAIEING,fragola in serra,2018,2018,430
37626,ITF64,Vibo Valentia,HP_Q_EXT,produzione raccolta - quintali ,LETTNGREEN,lattuga in serra,2018,2018,3700
37652,ITC46,Bergamo,HP_Q_EXT,produzione raccolta - quintali ,MAIZE,mais,2018,2018,1115240
37664,ITC48,Pavia,HP_Q_EXT,produzione raccolta - quintali ,LETTNOPEN,lattuga in piena aria,2018,2018,6700
37696,ITE31,Pesaro e Urbino,HP_Q_EXT,produzione raccolta - quintali ,REDINGREE,bieta da orto in serra,2018,2018,90
37714,ITF45,Lecce,HP_Q_EXT,produzione raccolta - quintali ,ENDINOPEN,indivia (riccia e scarola) in piena aria,2018,2018,2110
37720,ITC31,Imperia,HP_Q_EXT,produzione raccolta - quintali ,APPLE,mela,2018,2018,600
37730,ITC32,Savona,HP_Q_EXT,produzione raccolta - quintali ,PEAR,pera,2018,2018,630
37732,ITD36,Padova,HP_Q_EXT,produzione raccolta - quintali ,HEMP,canapa,2018,2018,5186
37736,ITD53,Reggio nell'Emilia,HP_Q_EXT,produzione raccolta - quintali ,CHERR,ciliegia,2018,2018,960
37738,ITE22,Terni,HP_Q_EXT,produzione raccolta - quintali ,ALMO,mandorla,2018,2018,50
37772,ITD35,Venezia,HP_Q_EXT,produzione raccolta - quintali ,BEETS,barbabietola da zucchero,2018,2018,1744149
37776,ITE18,Arezzo,HP_Q_EXT,produzione raccolta - quintali ,STRAIEINO,fragola in piena aria,2018,2018,280
37780,ITG14,Agrigento,HP_Q_EXT,produzione raccolta - quintali ,LETTNOPEN,lattuga in piena aria,2018,2018,85000
37786,ITF35,Salerno,HP_Q_EXT,produzione raccolta - quintali ,CELEGREENH,sedano in serra,2018,2018,3250
37797,ITD34,Treviso,HP_Q_EXT,produzione raccolta - quintali ,POTA,patata comune ,2018,2018,51008
37816,ITC17,Asti,HP_Q_EXT,produzione raccolta - quintali ,RAPE,colza,2018,2018,3925
37818,ITC48,Pavia,HP_Q_EXT,produzione raccolta - quintali ,APPLE,mela,2018,2018,42400
37826,ITE19,Siena,HP_Q_EXT,produzione raccolta - quintali ,GLOBICHOKE,carciofo in piena aria,2018,2018,400
37832,ITE14,Firenze,HP_Q_EXT,produzione raccolta - quintali ,CHERR,ciliegia,2018,2018,800
37834,ITF65,Reggio di Calabria,HP_Q_EXT,produzione raccolta - quintali ,WATENINGR,cocomero in serra,2018,2018,35
37848,ITF52,Matera,HP_Q_EXT,produzione raccolta - quintali ,APPLE,mela,2018,2018,1530
37868,ITE41,Viterbo,HP_Q_EXT,produzione raccolta - quintali ,RAPE,colza,2018,2018,400
37870,ITD53,Reggio nell'Emilia,HP_Q_EXT,produzione raccolta - quintali ,POTA,patata comune ,2018,2018,10500
37878,ITG28,Oristano,HP_Q_EXT,produzione raccolta - quintali ,MAIZE,mais,2018,2018,107996
37882,ITC47,Brescia,HP_Q_EXT,produzione raccolta - quintali ,VALEINGREE,valeriana in serra,2018,2018,7000
37884,ITE34,Ascoli Piceno,HP_Q_EXT,produzione raccolta - quintali ,FENNOPENF,finocchio in piena aria,2018,2018,17576
37885,ITE41,Viterbo,HP_Q_EXT,produzione raccolta - quintali ,STRAIEINO,fragola in piena aria,2018,2018,135
37891,ITD32,Vicenza,HP_Q_EXT,produzione raccolta - quintali ,APPLE,mela,2018,2018,36870
37905,ITC12,Vercelli,HP_Q_EXT,produzione raccolta - quintali ,RICE,riso,2018,2018,4588366
37910,ITC46,Bergamo,HP_Q_EXT,produzione raccolta - quintali ,SWEEILING,basilico in serra,2018,2018,800
37920,ITE21,Perugia,HP_Q_EXT,produzione raccolta - quintali ,CEREAOG,altri cereali,2018,2018,140000
37927,ITG15,Caltanissetta,HP_Q_EXT,produzione raccolta - quintali ,PEAR,pera,2018,2018,1640
37929,ITC12,Vercelli,HP_Q_EXT,produzione raccolta - quintali ,RAPE,colza,2018,2018,1600
37940,ITG14,Agrigento,HP_Q_EXT,produzione raccolta - quintali ,APPLE,mela,2018,2018,19100
37946,ITE17,Pisa,HP_Q_EXT,produzione raccolta - quintali ,SUNFLO,girasole,2018,2018,114000
37958,ITC18,Alessandria,HP_Q_EXT,produzione raccolta - quintali ,BEAN,fagiolo ,2018,2018,1200
37967,ITE16,Livorno,HP_Q_EXT,produzione raccolta - quintali ,FLAX,lino,2018,2018,1495
37976,ITE11,Massa-Carrara,HP_Q_EXT,produzione raccolta - quintali ,STRAIEINO,fragola in piena aria,2018,2018,695
37978,ITE14,Firenze,HP_Q_EXT,produzione raccolta - quintali ,POTA,patata comune ,2018,2018,9000
37997,ITE14,Firenze,HP_Q_EXT,produzione raccolta - quintali ,BROCINOPEN,broccoletto di rapa in piena aria,2018,2018,320
38005,ITC49,Lodi,HP_Q_EXT,produzione raccolta - quintali ,PEAR,pera,2018,2018,100
38020,ITG25,Sassari,HP_Q_EXT,produzione raccolta - quintali ,MANDAR,mandarino,2018,2018,4835
38022,ITC17,Asti,HP_Q_EXT,produzione raccolta - quintali ,BEANREENHOU,fagiolino in serra,2018,2018,458
38032,ITE44,Latina,HP_Q_EXT,produzione raccolta - quintali ,CUCUINGRE,cetriolo da mensa in serra,2018,2018,22200
38036,ITF22,Campobasso,HP_Q_EXT,produzione raccolta - quintali ,ENDINOPEN,indivia (riccia e scarola) in piena aria,2018,2018,25200
38048,ITF62,Crotone,HP_Q_EXT,produzione raccolta - quintali ,MAIZE,mais,2018,2018,26010
38056,ITF44,Brindisi,HP_Q_EXT,produzione raccolta - quintali ,BEAN,fagiolo ,2018,2018,1200
38076,ITD56,Ferrara,HP_Q_EXT,produzione raccolta - quintali ,SUNFLO,girasole,2018,2018,31220
38085,ITC45,Milano,HP_Q_EXT,produzione raccolta - quintali ,ENDINOPEN,indivia (riccia e scarola) in piena aria,2018,2018,1896
38095,ITD54,Modena,HP_Q_EXT,produzione raccolta - quintali ,BEETS,barbabietola da zucchero,2018,2018,1674863
38109,ITC43,Lecco,HP_Q_EXT,produzione raccolta - quintali ,BEANREENHOU,fagiolino in serra,2018,2018,40
38125,ITD33,Belluno,HP_Q_EXT,produzione raccolta - quintali ,PEAR,pera,2018,2018,410
38158,ITE32,Ancona,HP_Q_EXT,produzione raccolta - quintali ,CHAROPENFI,bietola da costa in piena aria,2018,2018,7181
38160,ITF11,L'Aquila,HP_Q_EXT,produzione raccolta - quintali ,PEAPROT,pisello proteico ,2018,2018,1300
38166,ITD44,Trieste,HP_Q_EXT,produzione raccolta - quintali ,CEREAOG,altri cereali,2018,2018,1250
38170,ITD35,Venezia,HP_Q_EXT,produzione raccolta - quintali ,BEETANDLEA,barbabietola da orto,2018,2018,207
38183,ITE45,Frosinone,HP_Q_EXT,produzione raccolta - quintali ,PEAENFIEL,pisello in piena aria,2018,2018,300
38185,ITC47,Brescia,HP_Q_EXT,produzione raccolta - quintali ,HAZEL,nocciola,2018,2018,98
38188,ITE19,Siena,HP_Q_EXT,produzione raccolta - quintali ,CHICNOPEN,radicchio o cicoria in piena aria,2018,2018,3500
38190,ITE19,Siena,HP_Q_EXT,produzione raccolta - quintali ,GARLDSHALL,aglio e scalogno in piena aria,2018,2018,300
38194,ITE17,Pisa,HP_Q_EXT,produzione raccolta - quintali ,REDRINOP,peperone in piena aria,2018,2018,2380
38212,ITD32,Vicenza,HP_Q_EXT,produzione raccolta - quintali ,LETTNGREEN,lattuga in serra,2018,2018,2820
38218,ITF52,Matera,HP_Q_EXT,produzione raccolta - quintali ,EGGINOPE,melanzana in piena aria,2018,2018,47627
38235,ITG26,Nuoro,HP_Q_EXT,produzione raccolta - quintali ,FRESNEYBEA,fagiolo e fagiolino in piena aria,2018,2018,3132
38256,ITC31,Imperia,HP_Q_EXT,produzione raccolta - quintali ,EGGINOPE,melanzana in piena aria,2018,2018,100
38262,ITG25,Sassari,HP_Q_EXT,produzione raccolta - quintali ,LEMON,limone,2018,2018,3101
38283,ITG13,Messina,HP_Q_EXT,produzione raccolta - quintali ,HAZEL,nocciola,2018,2018,80000
38285,ITE14,Firenze,HP_Q_EXT,produzione raccolta - quintali ,CHAROPENFI,bietola da costa in piena aria,2018,2018,280
38295,ITG14,Agrigento,HP_Q_EXT,produzione raccolta - quintali ,LETTNGREEN,lattuga in serra,2018,2018,3620
38313,ITC49,Lodi,HP_Q_EXT,produzione raccolta - quintali ,WATENINGR,cocomero in serra,2018,2018,6750
38327,ITD42,Udine,HP_Q_EXT,produzione raccolta - quintali ,FRESNEYBEA,fagiolo e fagiolino in piena aria,2018,2018,6020
38333,ITD31,Verona,HP_Q_EXT,produzione raccolta - quintali ,HAZEL,nocciola,2018,2018,163
38358,ITF32,Benevento,HP_Q_EXT,produzione raccolta - quintali ,EGGINOPE,melanzana in piena aria,2018,2018,8000
38364,ITE42,Rieti,HP_Q_EXT,produzione raccolta - quintali ,CHICNOPEN,radicchio o cicoria in piena aria,2018,2018,280
38369,ITD35,Venezia,HP_Q_EXT,produzione raccolta - quintali ,PEAPROT,pisello proteico ,2018,2018,428
38382,ITD37,Rovigo,HP_Q_EXT,produzione raccolta - quintali ,CARRGREENH,carota in serra,2018,2018,2470
38392,ITE17,Pisa,HP_Q_EXT,produzione raccolta - quintali ,APRIC,albicocca,2018,2018,2400
38402,ITD58,Forlì-Cesena,HP_Q_EXT,produzione raccolta - quintali ,LETTNOPEN,lattuga in piena aria,2018,2018,205440
38433,ITD56,Ferrara,HP_Q_EXT,produzione raccolta - quintali ,APRIC,albicocca,2018,2018,103360
38439,ITC17,Asti,HP_Q_EXT,produzione raccolta - quintali ,STRAIEING,fragola in serra,2018,2018,948
38459,ITC4B,Mantova,HP_Q_EXT,produzione raccolta - quintali ,PEAPROT,pisello proteico ,2018,2018,46279
38491,ITE31,Pesaro e Urbino,HP_Q_EXT,produzione raccolta - quintali ,BROAFIELD,fava da granella ,2018,2018,28300
38498,ITE44,Latina,HP_Q_EXT,produzione raccolta - quintali ,ORANGE,arancia,2018,2018,10400
38506,ITC49,Lodi,HP_Q_EXT,produzione raccolta - quintali ,CEREAOG,altri cereali,2018,2018,2310
38525,ITD58,Forlì-Cesena,HP_Q_EXT,produzione raccolta - quintali ,CHERR,ciliegia,2018,2018,17100
38529,ITG27,Cagliari,HP_Q_EXT,produzione raccolta - quintali ,HAZEL,nocciola,2018,2018,1
38535,ITD54,Modena,HP_Q_EXT,produzione raccolta - quintali ,REDRINOP,peperone in piena aria,2018,2018,2500
38539,ITF12,Teramo,HP_Q_EXT,produzione raccolta - quintali ,PEAENFIEL,pisello in piena aria,2018,2018,34000
38546,ITE33,Macerata,HP_Q_EXT,produzione raccolta - quintali ,PEAENFIEL,pisello in piena aria,2018,2018,53832
38571,ITF33,Napoli,HP_Q_EXT,produzione raccolta - quintali ,CELEGREENH,sedano in serra,2018,2018,850
38580,ITD33,Belluno,HP_Q_EXT,produzione raccolta - quintali ,BEAN,fagiolo ,2018,2018,231
38582,ITD33,Belluno,HP_Q_EXT,produzione raccolta - quintali ,CEREAOG,altri cereali,2018,2018,450
38589,ITF35,Salerno,HP_Q_EXT,produzione raccolta - quintali ,CUCUINGRE,cetriolo da mensa in serra,2018,2018,25800
38600,ITG25,Sassari,HP_Q_EXT,produzione raccolta - quintali ,EARLATOES,patata primaticcia ,2018,2018,103850
38605,ITE16,Livorno,HP_Q_EXT,produzione raccolta - quintali ,ENDINOPEN,indivia (riccia e scarola) in piena aria,2018,2018,810
38607,ITF14,Chieti,HP_Q_EXT,produzione raccolta - quintali ,SUNFLO,girasole,2018,2018,8700
38626,ITE44,Latina,HP_Q_EXT,produzione raccolta - quintali ,EGGINOPE,melanzana in piena aria,2018,2018,40200
38629,ITD56,Ferrara,HP_Q_EXT,produzione raccolta - quintali ,CHICNOPEN,radicchio o cicoria in piena aria,2018,2018,139656
38639,ITD58,Forlì-Cesena,HP_Q_EXT,produzione raccolta - quintali ,APPLE,mela,2018,2018,144450
38653,ITC4B,Mantova,HP_Q_EXT,produzione raccolta - quintali ,MAIZE,mais,2018,2018,3153009
38680,ITE42,Rieti,HP_Q_EXT,produzione raccolta - quintali ,LETTNOPEN,lattuga in piena aria,2018,2018,480
38682,ITF43,Taranto,HP_Q_EXT,produzione raccolta - quintali ,ALMO,mandorla,2018,2018,17500
38688,ITF62,Crotone,HP_Q_EXT,produzione raccolta - quintali ,GLOBICHOKE,carciofo in piena aria,2018,2018,11350
38710,ITC45,Milano,HP_Q_EXT,produzione raccolta - quintali ,HAZEL,nocciola,2018,2018,35
38712,ITD42,Udine,HP_Q_EXT,produzione raccolta - quintali ,BEETANDLEA,barbabietola da orto,2018,2018,804
38714,ITE17,Pisa,HP_Q_EXT,produzione raccolta - quintali ,CHICNOPEN,radicchio o cicoria in piena aria,2018,2018,6700
38722,ITC46,Bergamo,HP_Q_EXT,produzione raccolta - quintali ,LETTNGREEN,lattuga in serra,2018,2018,77550
38726,ITD56,Ferrara,HP_Q_EXT,produzione raccolta - quintali ,SWEEILING,basilico in serra,2018,2018,24
38728,ITE44,Latina,HP_Q_EXT,produzione raccolta - quintali ,ASPAINGREOPEN,asparago in piena aria,2018,2018,3450
38734,ITE19,Siena,HP_Q_EXT,produzione raccolta - quintali ,APPLE,mela,2018,2018,6240
38741,ITG26,Nuoro,HP_Q_EXT,produzione raccolta - quintali ,BEETANDLEA,barbabietola da orto,2018,2018,755
38750,ITE16,Livorno,HP_Q_EXT,produzione raccolta - quintali ,OTHEETABLESGR,altri ortaggi in serra,2018,2018,1230
38758,ITE12,Lucca,HP_Q_EXT,produzione raccolta - quintali ,LEMON,limone,2018,2018,85
38774,ITC20,Valle d'Aosta / Vallée d'Aoste,HP_Q_EXT,produzione raccolta - quintali ,POTA,patata comune ,2018,2018,31000
38780,ITF35,Salerno,HP_Q_EXT,produzione raccolta - quintali ,GLOBICHOKE,carciofo in piena aria,2018,2018,107000
38805,ITE42,Rieti,HP_Q_EXT,produzione raccolta - quintali ,APPLE,mela,2018,2018,3300
38813,ITE43,Roma,HP_Q_EXT,produzione raccolta - quintali ,PEAR,pera,2018,2018,9300
38822,ITG12,Palermo,HP_Q_EXT,produzione raccolta - quintali ,LETTNGREEN,lattuga in serra,2018,2018,4818
38826,ITC18,Alessandria,HP_Q_EXT,produzione raccolta - quintali ,MAIZE,mais,2018,2018,1556820
38830,ITD58,Forlì-Cesena,HP_Q_EXT,produzione raccolta - quintali ,FRESADBEAN,fava fresca in piena aria,2018,2018,2400
38832,ITE17,Pisa,HP_Q_EXT,produzione raccolta - quintali ,SWEEILING,basilico in serra,2018,2018,40
38838,ITG16,Enna,HP_Q_EXT,produzione raccolta - quintali ,ALMO,mandorla,2018,2018,59755
38842,ITF12,Teramo,HP_Q_EXT,produzione raccolta - quintali ,SORGH,sorgo,2018,2018,20400
38848,ITF65,Reggio di Calabria,HP_Q_EXT,produzione raccolta - quintali ,CEREAOG,altri cereali,2018,2018,48000
38852,ITC44,Sondrio,HP_Q_EXT,produzione raccolta - quintali ,MAIZE,mais,2018,2018,6315
38881,ITF52,Matera,HP_Q_EXT,produzione raccolta - quintali ,RAPE,colza,2018,2018,1495
38887,ITF41,Foggia,HP_Q_EXT,produzione raccolta - quintali ,EGGINOPE,melanzana in piena aria,2018,2018,237500
38889,ITG25,Sassari,HP_Q_EXT,produzione raccolta - quintali ,PARSNGROPEN,prezzemolo in piena aria,2018,2018,121
38912,ITC41,Varese,HP_Q_EXT,produzione raccolta - quintali ,ASPAINGREOPEN,asparago in piena aria,2018,2018,286
38932,ITE1A,Grosseto,HP_Q_EXT,produzione raccolta - quintali ,PEAR,pera,2018,2018,24000
38940,ITD55,Bologna,HP_Q_EXT,produzione raccolta - quintali ,ENDINOPEN,indivia (riccia e scarola) in piena aria,2018,2018,4020
38948,ITC47,Brescia,HP_Q_EXT,produzione raccolta - quintali ,WATENINGR,cocomero in serra,2018,2018,14800
38958,ITG28,Oristano,HP_Q_EXT,produzione raccolta - quintali ,LETTNGREEN,lattuga in serra,2018,2018,3191
38960,ITE16,Livorno,HP_Q_EXT,produzione raccolta - quintali ,SPINNGREEN,spinacio in serra,2018,2018,840
38966,ITD31,Verona,HP_Q_EXT,produzione raccolta - quintali ,WATENINGR,cocomero in serra,2018,2018,3390
38984,ITF41,Foggia,HP_Q_EXT,produzione raccolta - quintali ,ASPAINGREOPEN,asparago in piena aria,2018,2018,123500
38993,ITG25,Sassari,HP_Q_EXT,produzione raccolta - quintali ,FRESADBEAN,fava fresca in piena aria,2018,2018,16516
39014,ITE14,Firenze,HP_Q_EXT,produzione raccolta - quintali ,BEANREENHOU,fagiolino in serra,2018,2018,48
39029,ITE33,Macerata,HP_Q_EXT,produzione raccolta - quintali ,FRESNEYBEA,fagiolo e fagiolino in piena aria,2018,2018,46559
39031,ITF42,Bari,HP_Q_EXT,produzione raccolta - quintali ,BEAN,fagiolo ,2018,2018,2950
39035,ITC16,Cuneo,HP_Q_EXT,produzione raccolta - quintali ,CEREAOG,altri cereali,2018,2018,11298
39041,ITE19,Siena,HP_Q_EXT,produzione raccolta - quintali ,CHERR,ciliegia,2018,2018,600
39051,ITG12,Palermo,HP_Q_EXT,produzione raccolta - quintali ,CHAROPENFI,bietola da costa in piena aria,2018,2018,230
39058,ITC4A,Cremona,HP_Q_EXT,produzione raccolta - quintali ,HEMP,canapa,2018,2018,2000
39083,ITC11,Torino,HP_Q_EXT,produzione raccolta - quintali ,SUNFLO,girasole,2018,2018,1320
39089,ITC11,Torino,HP_Q_EXT,produzione raccolta - quintali ,CELEGREENH,sedano in serra,2018,2018,2296
39112,ITC42,Como,HP_Q_EXT,produzione raccolta - quintali ,CEREAOG,altri cereali,2018,2018,300
39114,ITC46,Bergamo,HP_Q_EXT,produzione raccolta - quintali ,CHAROPENFI,bietola da costa in piena aria,2018,2018,2280
39116,ITC4A,Cremona,HP_Q_EXT,produzione raccolta - quintali ,STRAIEING,fragola in serra,2018,2018,350
39132,ITE14,Firenze,HP_Q_EXT,produzione raccolta - quintali ,RADIINGREE,ravanello in serra,2018,2018,30
39139,ITF44,Brindisi,HP_Q_EXT,produzione raccolta - quintali ,MAIZE,mais,2018,2018,21000
39144,ITD55,Bologna,HP_Q_EXT,produzione raccolta - quintali ,STRAIEINO,fragola in piena aria,2018,2018,6400
39147,ITF63,Catanzaro,HP_Q_EXT,produzione raccolta - quintali ,ASPAINGRE,asparago in serra,2018,2018,54
39149,ITG26,Nuoro,HP_Q_EXT,produzione raccolta - quintali ,CLEMENTINE,clementine,2018,2018,9816
39165,ITF65,Reggio di Calabria,HP_Q_EXT,produzione raccolta - quintali ,BEAN,fagiolo ,2018,2018,5500
39175,ITF12,Teramo,HP_Q_EXT,produzione raccolta - quintali ,FRESNEYBEA,fagiolo e fagiolino in piena aria,2018,2018,29260
39182,ITE42,Rieti,HP_Q_EXT,produzione raccolta - quintali ,CHERR,ciliegia,2018,2018,3900
