id,data_sbarco,nome_porto,latitudine,longitudine,nome_specie,quantita
144,2019-01-23T15:30:00.000Z,ANZIO,41.45,12.616667,Rombo liscio,0.2
145,2019-01-23T15:30:00.000Z,ANZIO,41.45,12.616667,Capone lira,0.7
146,2019-01-23T15:30:00.000Z,ANZIO,41.45,12.616667,Razza stellata,18.1
147,2019-01-23T15:30:00.000Z,ANZIO,41.45,12.616667,Polpo di scoglio ,2.3
148,2019-01-09T15:30:00.000Z,ANZIO,41.45,12.616667,Cuore,14.0
149,2019-01-09T15:30:00.000Z,ANZIO,41.45,12.616667,Murice ,10.9
150,2019-01-09T15:30:00.000Z,ANZIO,41.45,12.616667,Seppia comune,16.5
151,2019-01-09T15:30:00.000Z,ANZIO,41.45,12.616667,Scorfano rosso,0.3
152,2019-01-09T15:30:00.000Z,ANZIO,41.45,12.616667,Sogliola,1.8
153,2019-01-09T15:30:00.000Z,ANZIO,41.45,12.616667,Mazzancolla ,0.3
154,2019-01-09T15:30:00.000Z,ANZIO,41.45,12.616667,Suacia,9.0
155,2019-01-09T15:30:00.000Z,ANZIO,41.45,12.616667,Pesce prete,1.0
156,2019-01-09T15:30:00.000Z,ANZIO,41.45,12.616667,Trachinus spp,8.2
157,2019-01-09T15:30:00.000Z,ANZIO,41.45,12.616667,Rombo liscio,1.1
158,2019-01-09T15:30:00.000Z,ANZIO,41.45,12.616667,Capone lira,1.0
159,2019-01-09T15:30:00.000Z,ANZIO,41.45,12.616667,Razza stellata,3.8
160,2019-01-16T15:30:00.000Z,ANZIO,41.45,12.616667,Cuore,11.1
161,2019-01-16T15:30:00.000Z,ANZIO,41.45,12.616667,Seppia comune,21.3
162,2019-01-16T15:30:00.000Z,ANZIO,41.45,12.616667,Sogliola,2.6
163,2019-01-16T15:30:00.000Z,ANZIO,41.45,12.616667,Suacia,8.8
164,2019-01-16T15:30:00.000Z,ANZIO,41.45,12.616667,Pesce prete,2.6
165,2019-01-16T15:30:00.000Z,ANZIO,41.45,12.616667,Tracina drago ,3.5
166,2019-01-16T15:30:00.000Z,ANZIO,41.45,12.616667,Rombo liscio,1.1
167,2019-01-16T15:30:00.000Z,ANZIO,41.45,12.616667,Razza stellata,5.3
168,2019-01-16T15:30:00.000Z,ANZIO,41.45,12.616667,Polpo di scoglio ,3.2
169,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Cuore,22.0
170,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Fragolino,0.3
171,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Murice ,10.1
172,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Seppia comune,20.0
173,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Scorfano rosso,0.7
174,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Sogliola,3.0
175,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Merluzzo argentato - Nasello,1.3
176,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Mazzancolla ,0.7
177,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Suacia,11.9
178,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Pesce prete,2.0
179,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Triglia di fango,1.3
180,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Trachinus spp,5.4
181,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Rombo liscio,2.0
182,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Capone lira,1.5
183,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Razza stellata,8.8
184,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Rana pescatrice - Rospo,2.6
185,2019-01-02T15:30:00.000Z,ANZIO,41.45,12.616667,Polpo di scoglio ,1.8
186,2019-01-03T15:30:00.000Z,ANZIO,41.45,12.616667,Cuore,9.3
187,2019-01-03T15:30:00.000Z,ANZIO,41.45,12.616667,Murice ,8.2
188,2019-01-03T15:30:00.000Z,ANZIO,41.45,12.616667,Seppia comune,11.6
189,2019-01-03T15:30:00.000Z,ANZIO,41.45,12.616667,Sogliola,5.3
190,2019-01-03T15:30:00.000Z,ANZIO,41.45,12.616667,Mazzancolla ,2.2
191,2019-01-03T15:30:00.000Z,ANZIO,41.45,12.616667,Rombo chiodato,1.4
