,ITTER107,Territorio,TIPO_DATO5,Tipo variabile,AGRI_MADRE,Tipo di coltivazione,TIME,Seleziona periodo,Value
6342,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,PARSNGREEN,prezzemolo in serra,2018,2018,332
6354,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,PARSNGREEN,prezzemolo in serra,2018,2018,2804
6393,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,PARSNGREEN,prezzemolo in serra,2018,2018,2101
6420,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,PARSNGREEN,prezzemolo in serra,2018,2018,5580
6456,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,PARSNGREEN,prezzemolo in serra,2018,2018,1434
6498,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,PARSNGREEN,prezzemolo in serra,2018,2018,73
6522,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,PARSNGREEN,prezzemolo in serra,2018,2018,550
6549,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,PARSNGREEN,prezzemolo in serra,2018,2018,7695
6567,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,PARSNGREEN,prezzemolo in serra,2018,2018,1235
6579,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,PARSNGREEN,prezzemolo in serra,2018,2018,7
6591,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,PARSNGREEN,prezzemolo in serra,2018,2018,80
6617,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,RADIOPEN,ravanello in piena aria,2018,2018,1662
6635,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,RADIOPEN,ravanello in piena aria,2018,2018,2715
6659,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,RADIOPEN,ravanello in piena aria,2018,2018,282
6674,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,RADIOPEN,ravanello in piena aria,2018,2018,148
6686,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,RADIOPEN,ravanello in piena aria,2018,2018,696
6710,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,RADIOPEN,ravanello in piena aria,2018,2018,5375
6752,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,RADIOPEN,ravanello in piena aria,2018,2018,72720
6776,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,RADIOPEN,ravanello in piena aria,2018,2018,2400
6788,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,RADIOPEN,ravanello in piena aria,2018,2018,32505
6812,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,RADIOPEN,ravanello in piena aria,2018,2018,2570
6830,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,RADIOPEN,ravanello in piena aria,2018,2018,14283
6872,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,SPINNOPEN,spinacio in piena aria,2018,2018,31021
6914,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,SPINNOPEN,spinacio in piena aria,2018,2018,520
6926,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,SPINNOPEN,spinacio in piena aria,2018,2018,29220
6980,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,SPINNOPEN,spinacio in piena aria,2018,2018,11878
7025,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,SPINNOPEN,spinacio in piena aria,2018,2018,281684
7117,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,SPINNOPEN,spinacio in piena aria,2018,2018,82696
7149,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,SPINNOPEN,spinacio in piena aria,2018,2018,76537
7177,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,SPINNOPEN,spinacio in piena aria,2018,2018,23300
7195,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,SPINNOPEN,spinacio in piena aria,2018,2018,54070
7225,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,SPINNOPEN,spinacio in piena aria,2018,2018,114150
7261,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,SPINNOPEN,spinacio in piena aria,2018,2018,4350
7288,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,SPINNOPEN,spinacio in piena aria,2018,2018,12875
7333,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,11665
7357,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,300
7387,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,1820
7417,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,3525
7438,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,26597
7498,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,990
7510,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,7819
7540,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,203300
7567,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,18100
7585,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,3900
7603,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,28812
7627,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,408600
7657,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,44904
7675,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,43477
7705,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,127190
7759,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,OTHESSICAS,altri cavoli in piena aria,2018,2018,30648
7798,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,60505
7846,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,3000
7858,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,4690
7912,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,49450
7954,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,3220
7984,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,48170
8023,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,20115
8077,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,35990
8095,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,107397
8125,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,181880
8164,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,643700
8194,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,23625
8212,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,699815
8248,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,796580
8284,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,221416
8302,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,230081
8338,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,399530
8398,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,CAULERAND,cavolfiore e cavolo broccolo in piena aria,2018,2018,116660
8440,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,3375407
8494,ITC2,Valle d'Aosta / Vallée d'Aoste,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,220
8506,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,4430
8530,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,3205559
8608,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,6001182
8656,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,594917
8686,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,8560105
8752,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,1059055
8818,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,1433200
8836,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,660476
8866,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,551100
8908,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,863020
8938,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,134600
8956,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,597062
8986,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,357250
9016,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,183042
9034,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,288589
9070,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,9700
9088,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,COMMEAT,frumento tenero,2018,2018,2373
9126,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,RYE,segale,2018,2018,12203
9168,ITC2,Valle d'Aosta / Vallée d'Aoste,HP_Q_EXT,produzione raccolta - quintali ,RYE,segale,2018,2018,220
9176,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,RYE,segale,2018,2018,10369
9234,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,RYE,segale,2018,2018,2510
9260,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,RYE,segale,2018,2018,2345
9272,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,RYE,segale,2018,2018,11508
9300,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,RYE,segale,2018,2018,3034
9334,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,RYE,segale,2018,2018,4500
9344,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,RYE,segale,2018,2018,5520
9364,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,RYE,segale,2018,2018,5900
9375,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,RYE,segale,2018,2018,2300
9385,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,RYE,segale,2018,2018,5418
9403,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,RYE,segale,2018,2018,37908
9433,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,RYE,segale,2018,2018,250
9457,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,927695
9508,ITC2,Valle d'Aosta / Vallée d'Aoste,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,30
9520,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,1837
9538,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,1210093
9616,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,986392
9664,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,292556
9694,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,1077925
9758,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,611157
9816,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,912000
9830,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,731731
9888,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,665100
9908,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,68700
9922,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,464429
9940,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,532795
9958,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,410805
9964,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,200937
9978,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,133030
9998,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,309382
10057,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,20
10097,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,7799
10173,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,521435
10205,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,332325
10251,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,125400
10289,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,182334
10338,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,PEAEENHOUS,pisello in serra,2018,2018,24
10348,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,PEAEENHOUS,pisello in serra,2018,2018,6427
10358,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,PEAEENHOUS,pisello in serra,2018,2018,560
10373,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,PEAEENHOUS,pisello in serra,2018,2018,955
10389,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,PEAEENHOUS,pisello in serra,2018,2018,67
10416,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,PEAEENHOUS,pisello in serra,2018,2018,269
10444,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,290
10456,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,38283
10491,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,8181
10519,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,117980
10596,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,PEAS,pisello da granella ,2018,2018,20499
10638,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,PEAS,pisello da granella ,2018,2018,83555
10672,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,PEAS,pisello da granella ,2018,2018,3508
10711,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,PEAS,pisello da granella ,2018,2018,8111
10725,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,PEAS,pisello da granella ,2018,2018,92
10741,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,PEAS,pisello da granella ,2018,2018,5800
10749,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,PEAS,pisello da granella ,2018,2018,620
10753,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,PEAS,pisello da granella ,2018,2018,8560
10791,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,102270
10832,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,1087250
10884,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,2019
10912,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,1200000
10920,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,317850
10930,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,74790
11092,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,TURNNOPEN,rapa in piena aria,2018,2018,33573
11133,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,57144
11153,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,330
11165,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,TURNNOPEN,rapa in piena aria,2018,2018,22000
11191,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,38000
11230,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,97999
11246,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,25170
11300,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,LEEKOPENFI,porro in piena aria,2018,2018,34980
11394,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,20690
11436,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,304500
11516,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,LEEKOPENFI,porro in piena aria,2018,2018,14570
11518,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,11078
11587,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,10143
11703,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,500
11733,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,260051
11758,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,15591
11829,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,70
12241,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,2643
12312,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,51340
12409,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,251800
12462,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,1275
12495,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,TURNNOPEN,rapa in piena aria,2018,2018,4742
12564,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,10516
12606,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,TURNPE,ravizzone,2018,2018,66
12635,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,GHERINOPEN,cetriolo da sottaceti in piena aria,2018,2018,4000
12793,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,SOYA,soia,2018,2018,2699828
12795,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,9240
13024,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,905
13030,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,LEEKOPENFI,porro in piena aria,2018,2018,13286
13039,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,SOYA,soia,2018,2018,1600259
13157,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,359475
13193,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,LEEKOPENFI,porro in piena aria,2018,2018,530
13195,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,SOYA,soia,2018,2018,1412374
13292,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,5304
13364,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,2874
13384,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,239916
13386,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,SOYA,soia,2018,2018,2672
13422,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,206620
13447,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,601300
13638,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,TURNNOPEN,rapa in piena aria,2018,2018,3000
13650,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,8559
13761,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,1956167
13802,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,11016
13870,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,SOYA,soia,2018,2018,15470
14078,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,11300
14122,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,PEAS,pisello da granella ,2018,2018,4164
14152,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,TURNNOPEN,rapa in piena aria,2018,2018,24822
14201,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,452
14294,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,SOYA,soia,2018,2018,5188116
14444,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,2628
14450,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,LEEKOPENFI,porro in piena aria,2018,2018,17280
14480,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,791100
14497,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,6693
14503,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,5289
14554,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,14496
14665,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,332570
14669,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,867
14803,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,27346
14885,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,SOYA,soia,2018,2018,925
15129,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,1607380
15186,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,67500
15202,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,3115
15280,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,PEAS,pisello da granella ,2018,2018,6000
15347,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,1203200
15353,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,SOYA,soia,2018,2018,15250
15364,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,11306
15504,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,SOYA,soia,2018,2018,1080
15547,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,125
15697,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,54009
15733,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,295220
15772,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,PEAEENHOUS,pisello in serra,2018,2018,930
15864,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,8347
16063,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,PEAS,pisello da granella ,2018,2018,42916
16069,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,SPINNOPEN,spinacio in piena aria,2018,2018,54240
16119,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,299290
16163,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,TURNNOPEN,rapa in piena aria,2018,2018,405710
