,ITTER107,Territorio,TIPO_DATO5,Tipo variabile,AGRI_MADRE,Tipo di coltivazione,TIME,Seleziona periodo,Value
16332,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,378563
16441,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,SOYA,soia,2018,2018,1500
16446,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,TURNNOPEN,rapa in piena aria,2018,2018,600
16452,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,PEAS,pisello da granella ,2018,2018,6326
16492,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,LEEKOPENFI,porro in piena aria,2018,2018,7842
16518,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,170
16576,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,39700
16662,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,64052
16723,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,LEEKOPENFI,porro in piena aria,2018,2018,6650
16781,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,420
16835,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,45750
16893,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,SOYA,soia,2018,2018,150
17023,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,4000
17031,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,45080
17086,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,TURNPE,ravizzone,2018,2018,118
17196,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,LEEKOPENFI,porro in piena aria,2018,2018,1160
17256,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,20100
17502,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,740743
17554,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,16400
17557,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,7
17693,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,GHERINOPEN,cetriolo da sottaceti in piena aria,2018,2018,26000
17754,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,582458
17810,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,45100
17828,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,PEAEENHOUS,pisello in serra,2018,2018,4093
17874,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,289710
17987,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,SPINNOPEN,spinacio in piena aria,2018,2018,95780
18108,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,TURNPE,ravizzone,2018,2018,539
18288,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,20340
18383,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,TURNNOPEN,rapa in piena aria,2018,2018,1400
18409,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,15200
18417,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,FENNGREENH,finocchio in serra,2018,2018,28
18433,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,3666335
18567,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,PEAS,pisello da granella ,2018,2018,3826
18654,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,680
18666,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,TURNNOPEN,rapa in piena aria,2018,2018,48954
18755,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,53578
18785,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,323657
19147,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,5500
19166,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,16500
19227,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,53550
19263,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,1577
19271,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,TURNNOPEN,rapa in piena aria,2018,2018,103500
19361,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,2210
19386,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,TOMAGRENNH,pomodoro in serra,2018,2018,111044
19505,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,TURNNOPEN,rapa in piena aria,2018,2018,750
19517,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,383735
19716,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,29245
19735,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,832
19818,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,PEAS,pisello da granella ,2018,2018,1400
19828,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,TURNNOPEN,rapa in piena aria,2018,2018,5628
19888,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,53930
19898,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,PEAEENHOUS,pisello in serra,2018,2018,1897
19928,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,BARLEY,orzo,2018,2018,563950
19944,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,OATS,avena,2018,2018,23418
19950,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,78
19983,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,LEEKOPENFI,porro in piena aria,2018,2018,1711
20004,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,CHICS,cece ,2018,2018,18645
20055,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,SOYA,soia,2018,2018,452310
20166,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,2437200
20217,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,RYE,segale,2018,2018,420
20291,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,LEEKOPENFI,porro in piena aria,2018,2018,3000
20497,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,ONIOOPENF,cipolla in piena aria,2018,2018,1126455
20611,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,LEEKOPENFI,porro in piena aria,2018,2018,460
20655,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,871
20687,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,LENTIL,lenticchia ,2018,2018,5635
20874,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,CARRNDPARS,carota e pastinaca in piena aria,2018,2018,24211
21080,ITC2,Valle d'Aosta / Vallée d'Aoste,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,26000
21126,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,POMETES,melograno,2018,2018,26132
21141,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,2286
21145,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,KIWI,kiwi,2018,2018,296640
21155,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,20750
21213,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,POMETES,melograno,2018,2018,1427
21320,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,16409350
21324,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,1681901
21338,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,3797680
21345,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,PEACH,pesca,2018,2018,1035901
21357,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,OLIVO,olive per olio,2018,2018,169597
21509,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,1366628
21555,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,573100
21580,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,EGGINGRE,melanzana in serra,2018,2018,199005
21669,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,POMETES,melograno,2018,2018,36820
21681,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,EGGINGRE,melanzana in serra,2018,2018,250
21717,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,90150
21765,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,TABLEGRAPES,uva da tavola,2018,2018,5600
21792,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,PEACH,pesca,2018,2018,266595
21893,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,61765
21984,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,POMETES,melograno,2018,2018,250
22030,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,OLIVT,olive da tavola,2018,2018,13156
22032,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,POMETES,melograno,2018,2018,10893
22048,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,1400
22337,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,OLIVO,olive per olio,2018,2018,863450
22343,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,KIWI,kiwi,2018,2018,75840
22483,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,QUIN,cotogno,2018,2018,200
22495,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,OLIVT,olive da tavola,2018,2018,2500
22564,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,TABLEGRAPES,uva da tavola,2018,2018,1000
22595,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,1327
22635,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,TABLEGRAPES,uva da tavola,2018,2018,12370
22655,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,OLIVO,olive per olio,2018,2018,3893412
22665,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,LOTU,loti o kaki,2018,2018,625
22717,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,PEACH,pesca,2018,2018,431985
22727,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,58585
22788,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,QUIN,cotogno,2018,2018,2256
22795,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,QUIN,cotogno,2018,2018,668
22852,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,OLIVO,olive per olio,2018,2018,1993438
22880,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,1848320
22887,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,KIWI,kiwi,2018,2018,7832
22961,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,QUIN,cotogno,2018,2018,2080
22996,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,POMETES,melograno,2018,2018,4150
23042,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,6745000
23067,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,LOTU,loti o kaki,2018,2018,250
23100,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,507861
23150,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,9692
23300,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,OLIVO,olive per olio,2018,2018,1192186
23318,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,374898
23405,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,LOTU,loti o kaki,2018,2018,1925
23486,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,669287
23520,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,13500
23601,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,342500
23672,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,TABLEGRAPES,uva da tavola,2018,2018,6020420
23719,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,OLIVT,olive da tavola,2018,2018,57751
23792,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,POMETES,melograno,2018,2018,500
23928,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,14500
23938,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,380100
24007,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,LOTU,loti o kaki,2018,2018,31671
24163,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,TABLEGRAPES,uva da tavola,2018,2018,140
24174,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,62680
24247,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,KIWI,kiwi,2018,2018,4430
24460,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,TABLEGRAPES,uva da tavola,2018,2018,34290
24466,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,OLIVO,olive per olio,2018,2018,374888
24562,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,53292
24599,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,890070
24634,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,184280
24660,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,5725110
24695,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,LOTU,loti o kaki,2018,2018,150
24754,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,260
24764,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,OLIVT,olive da tavola,2018,2018,76700
24806,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,PEACH,pesca,2018,2018,8640
24862,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,72112
24897,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,21331
24913,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,155421
25040,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,OLIVT,olive da tavola,2018,2018,113300
25096,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,LOTU,loti o kaki,2018,2018,2990
25098,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,TABLEGRAPES,uva da tavola,2018,2018,3430
25108,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,PEACH,pesca,2018,2018,36169
25124,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,PEACH,pesca,2018,2018,293080
25206,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,210480
25340,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,13927
25410,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,1228556
25554,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,OLIVT,olive da tavola,2018,2018,108550
25684,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,OLIVO,olive per olio,2018,2018,295573
25686,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,3008
25731,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,18888
25753,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,OLIVO,olive per olio,2018,2018,939203
25871,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,49996
25936,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,TABLEGRAPES,uva da tavola,2018,2018,151265
25946,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,PEACH,pesca,2018,2018,49871
26000,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,KIWI,kiwi,2018,2018,23270
26045,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,QUIN,cotogno,2018,2018,600
26058,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,TABLEGRAPES,uva da tavola,2018,2018,7697
26070,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,OLIVT,olive da tavola,2018,2018,7560
26214,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,865700
26303,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,TABLEGRAPES,uva da tavola,2018,2018,148690
26315,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,OLIVO,olive per olio,2018,2018,570600
26398,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,QUIN,cotogno,2018,2018,800
26422,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,TOMATIOPFI,pomodoro in piena aria,2018,2018,904795
26464,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,OLIVO,olive per olio,2018,2018,1215400
26495,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,KIWI,kiwi,2018,2018,154001
26497,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,PEACH,pesca,2018,2018,89272
26535,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,146500
26755,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,2306725
26761,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,TABLEGRAPES,uva da tavola,2018,2018,50310
26784,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,670150
26796,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,OLIVT,olive da tavola,2018,2018,855
26808,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,OLIVT,olive da tavola,2018,2018,138
26832,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,83322
26847,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,320227
27019,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,OFTP,pomodoro da industria in piena aria,2018,2018,654800
27140,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,TABLEGRAPES,uva da tavola,2018,2018,3685200
27154,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,50033
27166,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,PEACH,pesca,2018,2018,281248
27243,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,1194490
27251,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,PEACH,pesca,2018,2018,86807
27362,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,21917
27509,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,34870
27511,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,EGGINGRE,melanzana in serra,2018,2018,25060
27580,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,36326
27676,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,KIWI,kiwi,2018,2018,728670
27680,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,PEACH,pesca,2018,2018,182600
27783,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,OLIVT,olive da tavola,2018,2018,2250
27802,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,3951163
27804,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,EGGINGRE,melanzana in serra,2018,2018,27620
27809,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,PEACH,pesca,2018,2018,370833
28048,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,PEACH,pesca,2018,2018,1071300
28050,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,KIWI,kiwi,2018,2018,36000
28072,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,55090
28076,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,TURNPE,ravizzone,2018,2018,166
28128,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,OLIVT,olive da tavola,2018,2018,2304
28136,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,117750
28199,ITF1,Abruzzo,HP_Q_EXT,produzione raccolta - quintali ,EGGINGRE,melanzana in serra,2018,2018,2173
28288,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,OLIVT,olive da tavola,2018,2018,313287
28367,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,197364
28582,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,110116
28644,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,TABLEGRAPES,uva da tavola,2018,2018,10937
28646,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,KIWI,kiwi,2018,2018,11940
28689,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,TABLEGRAPES,uva da tavola,2018,2018,123471
28718,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,OLIVO,olive per olio,2018,2018,303400
28777,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,686277
28832,ITF2,Molise,HP_Q_EXT,produzione raccolta - quintali ,PLUM,susina,2018,2018,37800
28938,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,LOTU,loti o kaki,2018,2018,4850
28945,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,1106000
28982,ITC4,Lombardia,HP_Q_EXT,produzione raccolta - quintali ,OFTP,pomodoro da industria in piena aria,2018,2018,4969766
29018,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,OFTP,pomodoro da industria in piena aria,2018,2018,15548140
29041,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,KIWI,kiwi,2018,2018,2234800
29091,ITC1,Piemonte,HP_Q_EXT,produzione raccolta - quintali ,OLIVT,olive da tavola,2018,2018,105
29155,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,NECTA,nettarina (pesca noce),2018,2018,2200
29292,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,LOTU,loti o kaki,2018,2018,209595
29311,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,OLIVT,olive da tavola,2018,2018,10
29413,ITG2,Sardegna,HP_Q_EXT,produzione raccolta - quintali ,POMETES,melograno,2018,2018,1250
29423,ITE1,Toscana,HP_Q_EXT,produzione raccolta - quintali ,TOMATIOPFI,pomodoro in piena aria,2018,2018,134370
29469,ITG1,Sicilia,HP_Q_EXT,produzione raccolta - quintali ,KIWI,kiwi,2018,2018,8830
29605,ITF6,Calabria,HP_Q_EXT,produzione raccolta - quintali ,QUIN,cotogno,2018,2018,74
29734,ITC3,Liguria,HP_Q_EXT,produzione raccolta - quintali ,OLIVO,olive per olio,2018,2018,229200
29742,ITF3,Campania,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,946511
29766,ITE2,Umbria,HP_Q_EXT,produzione raccolta - quintali ,PEACH,pesca,2018,2018,10660
29772,ITF5,Basilicata,HP_Q_EXT,produzione raccolta - quintali ,OLIVTAB_OIL,olive da tavola e da olio,2018,2018,296428
29807,ITE3,Marche,HP_Q_EXT,produzione raccolta - quintali ,EGGINGRE,melanzana in serra,2018,2018,301
29819,ITD4,Friuli-Venezia Giulia,HP_Q_EXT,produzione raccolta - quintali ,OFTP,pomodoro da industria in piena aria,2018,2018,1118
29898,ITD3,Veneto,HP_Q_EXT,produzione raccolta - quintali ,TABLEGRAPES,uva da tavola,2018,2018,16260
29943,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,POMETES,melograno,2018,2018,37355
29985,ITE4,Lazio,HP_Q_EXT,produzione raccolta - quintali ,EGGINGRE,melanzana in serra,2018,2018,79050
29992,ITD5,Emilia-Romagna,HP_Q_EXT,produzione raccolta - quintali ,OFTP,pomodoro da industria in piena aria,2018,2018,16707084
30066,ITF4,Puglia,HP_Q_EXT,produzione raccolta - quintali ,WINEES,uva da vino,2018,2018,14200615
